DATASET_BINARY
#lines starting with a hash are comments and ignored during parsing
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throught this file (except in the SEPARATOR line, which uses space).

#SEPARATOR TAB
#SEPARATOR SPACE
SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL,binary_data

#dataset color (can be changed later)
COLOR,#ff0000

#Binary datasets can contain one or more values for each node. Each value will be represented by a symbol (defined in FIELD_SHAPES) with corresponding color and label (from FIELD_COLORS and FIELD_LABELS). Possible values (defined under DATA below) for each node are 1 (filled shapes), 0 (empty shapes) and -1 (completely ommited).

#define colors for each individual field column (if not defined all symbols will use the main dataset color, defined in COLOR)
#shapes for each field column; possible choices are
#1: rectangle 
#2: circle
#3: star
#4: right pointing triangle
#5: left pointing triangle
FIELD_LABELS,Top,Bottom,Sediment,Laurentian,Estuary,Inland,Particle,Free,Spring,Summer,Fall
FIELD_COLORS,#66ddff,#3366ee,#000099,#d73027,#fc8d59,#fee08b,#404040,#bababa,#d9ef8b,#41ab5d,#00441b
FIELD_SHAPES,1,1,1,3,3,3,2,2,5,5,5
# Rectangle = depth
# Star = group 
# Circle = fraction
# Triangle = Season

#all other optional settings can be set or changed later in the web interface (under 'Datasets' tab)

#show internal values; if set, values associated to internal nodes will be displayed even if these nodes are not collapsed. It could cause overlapping in the dataset display.
SHOW_INTERNAL,1
Otu027863,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu052870,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu055724,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu003386,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
Otu013780,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu000181,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1
Otu055702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu052940,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu010480,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
Otu003776,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
Otu027892,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu055723,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu055883,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu013778,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu027830,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu000854,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1
Otu056504,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu003918,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
Otu006646,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu000989,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1
Otu013710,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu000752,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1
Otu027831,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu055912,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu055717,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu055722,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu009118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu052767,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu052868,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu000516,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
Otu052935,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu028585,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu018182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu052745,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu028576,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
Otu052804,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu052900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu006614,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
Otu013711,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu000795,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1
Otu055896,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu001595,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
Otu016193,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu005727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu001596,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu055719,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu055793,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu008654,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu016212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu055866,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu006790,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu000071,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
Otu055729,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu016215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu005274,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu000327,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1
Otu005275,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu000267,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
Otu056508,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu002891,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu055798,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu027885,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu000732,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
Otu056509,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu003128,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
Otu027869,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu052809,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu013713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu005233,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
Otu003008,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
Otu052834,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu006615,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu016204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu006785,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu001760,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
Otu004468,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
Otu055704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu002046,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu007565,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu000409,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
Otu016198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu001551,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu001583,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1
Otu016202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu027837,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu055737,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu055907,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu003913,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
Otu055703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu000966,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
Otu005725,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
Otu007561,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
Otu002538,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
Otu027889,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu028571,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu002889,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
Otu052822,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu006616,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
Otu004556,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
Otu003387,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
Otu028572,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu055825,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu013709,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu027859,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu055925,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu016200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu005726,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu052730,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu001552,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
Otu008656,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu013703,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
Otu055708,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu027835,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu006788,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
Otu027893,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu002892,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
Otu003779,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu013779,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu027901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu016203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu027832,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu052725,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu009119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu009829,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu003009,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
Otu005537,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu055797,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu055692,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu055920,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu004678,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu005116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu010476,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu042480,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu052931,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu008883,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu013749,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu014145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu052838,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu008937,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu042467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu002397,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu005224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu031288,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu042474,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu013750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu021006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu021008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu042473,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu005226,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
Otu002883,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu008882,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu001617,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu002882,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu006805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu042463,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu010235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu021007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu042433,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu004285,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu013747,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu021005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu005225,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu000908,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
Otu042396,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu008938,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu010234,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu021004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu031293,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu013753,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu021001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu031178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu042430,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu042457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu042483,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu005735,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu006766,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu013748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu042468,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu004284,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu013752,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu028774,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu013751,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu005734,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
Otu005223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu010233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu021002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu031289,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu021009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu002287,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
Otu042399,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu031290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu042434,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu031292,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu014147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu009173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu005110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
Otu052934,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu028563,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu028785,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu010247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu000595,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1
Otu000536,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1
Otu067984,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu028775,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu028577,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu004710,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
Otu028786,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu052889,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu029914,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu019298,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu007320,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
Otu066816,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu007159,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu003397,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu001625,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
Otu010481,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu006364,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu068420,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu066801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu068012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu014617,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
Otu007158,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu004653,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu003548,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
Otu018234,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu004682,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu009269,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu006342,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu019329,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu029875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu003880,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu010431,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu004717,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu019317,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu019331,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu000646,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1
Otu001283,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu031490,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu014726,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu068017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu010416,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu010429,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu002745,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
Otu019494,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu019314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu031483,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu014734,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu031520,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu002929,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu019279,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu067993,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu031545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu002927,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu068151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu029858,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu014552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu007232,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu019335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu000155,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1
Otu067981,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu068381,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu029861,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu004511,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
Otu007322,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu052824,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu019322,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu009262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu002154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu068199,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu002682,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
Otu031601,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu000675,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
Otu000898,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
Otu002077,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
Otu006382,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu018190,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu029860,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu014150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu014618,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu004555,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu068219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu010252,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu014638,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu018189,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu018240,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu006201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu000424,1,-1,-1,-1,1,-1,-1,1,-1,1,-1
Otu052741,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu002582,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1
Otu002382,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
Otu000708,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1
Otu001669,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu001651,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu002390,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu003344,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu029903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu006318,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu000064,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1
Otu006341,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu031497,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu006336,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu002392,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu068064,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu007222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu052891,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu000983,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1
Otu000238,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1
Otu014725,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu068441,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu003193,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu068042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu019495,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu002366,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1
Otu019276,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu005938,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu068130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu005932,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu006370,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu005386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu001330,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
Otu068386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu068396,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu068050,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu002581,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
Otu002746,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu068426,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu068254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu019295,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu031475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu066812,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu003618,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu068409,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu010417,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu009126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu019733,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu029900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu019286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu066800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu068120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu014748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu052575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu014619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Otu010145,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
Otu029880,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
