"","SampleID","Study","Blank","Duplicates","Group","Site","Date","Lake","Depth","Fraction"
"1","Fa13.BD.MLB.DN.1.renamed","LakeMichigan","no","Fa13.BD.MLB.DN","Estuary","Michigan","Fa13","Muskegon","Deep","Free"
"2","Fa13.BD.MLB.SN.1.renamed","LakeMichigan","no","Fa13.BD.MLB.SN","Estuary","Michigan","Fa13","Muskegon","Top","Free"
"3","Fa13.BD.MM110.DN.1.renamed","LakeMichigan","no","Fa13.BD.MM110.DN","Laurentian","Michigan","Fa13","Michigan","Deep","Free"
"4","Fa13.BD.MM110.DN.2.renamed","LakeMichigan","no","Fa13.BD.MM110.DN","Laurentian","Michigan","Fa13","Michigan","Deep","Free"
"5","Fa13.BD.MM110.SD.1.renamed","LakeMichigan","no","Fa13.BD.MM110.SD","Laurentian","Michigan","Fa13","Michigan","Top","Free"
"6","Fa13.BD.MM110.SD.2.renamed","LakeMichigan","no","Fa13.BD.MM110.SD","Laurentian","Michigan","Fa13","Michigan","Top","Free"
"7","Fa13.BD.MM110.SN.1.renamed","LakeMichigan","no","Fa13.BD.MM110.SN","Laurentian","Michigan","Fa13","Michigan","Top","Free"
"8","Fa13.BD.MM110.SN.2.renamed","LakeMichigan","no","Fa13.BD.MM110.SN","Laurentian","Michigan","Fa13","Michigan","Top","Free"
"9","Fa13.BD.MM15.DN.1.renamed","LakeMichigan","no","Fa13.BD.MM15.DN","Laurentian","Michigan","Fa13","Michigan","Deep","Free"
"10","Fa13.BD.MM15.DN.2.renamed","LakeMichigan","no","Fa13.BD.MM15.DN","Laurentian","Michigan","Fa13","Michigan","Deep","Free"
"11","Fa13.BD.MM15.SD.1.renamed","LakeMichigan","no","Fa13.BD.MM15.SD","Laurentian","Michigan","Fa13","Michigan","Top","Free"
"12","Fa13.BD.MM15.SD.2.renamed","LakeMichigan","no","Fa13.BD.MM15.SD","Laurentian","Michigan","Fa13","Michigan","Top","Free"
"13","Fa13.BD.MM15.SN.1.renamed","LakeMichigan","no","Fa13.BD.MM15.SN","Laurentian","Michigan","Fa13","Michigan","Top","Free"
"14","Fa13.BD.MM15.SN.2.renamed","LakeMichigan","no","Fa13.BD.MM15.SN","Laurentian","Michigan","Fa13","Michigan","Top","Free"
"15","Fa13.BcD.MLB.DN.1","LakeMichigan","no","Fa13.BcD.MLB.DN","Estuary","Michigan","Fa13","Muskegon","Deep","cFree"
"16","Fa13.BcD.MLB.SN.1","LakeMichigan","no","Fa13.BcD.MLB.SN","Estuary","Michigan","Fa13","Muskegon","Top","cFree"
"17","Fa13.BcD.MM110.DN.1","LakeMichigan","no","Fa13.BcD.MM110.DN","Laurentian","Michigan","Fa13","Michigan","Deep","cFree"
"18","Fa13.BcD.MM110.DN.2","LakeMichigan","no","Fa13.BcD.MM110.DN","Laurentian","Michigan","Fa13","Michigan","Deep","cFree"
"19","Fa13.BcD.MM110.SD.1","LakeMichigan","no","Fa13.BcD.MM110.SD","Laurentian","Michigan","Fa13","Michigan","Top","cFree"
"20","Fa13.BcD.MM110.SD.2","LakeMichigan","no","Fa13.BcD.MM110.SD","Laurentian","Michigan","Fa13","Michigan","Top","cFree"
"21","Fa13.BcD.MM110.SN.1","LakeMichigan","no","Fa13.BcD.MM110.SN","Laurentian","Michigan","Fa13","Michigan","Top","cFree"
"22","Fa13.BcD.MM110.SN.2","LakeMichigan","no","Fa13.BcD.MM110.SN","Laurentian","Michigan","Fa13","Michigan","Top","cFree"
"23","Fa13.BcD.MM15.DN.1","LakeMichigan","no","Fa13.BcD.MM15.DN","Laurentian","Michigan","Fa13","Michigan","Deep","cFree"
"24","Fa13.BcD.MM15.DN.2","LakeMichigan","no","Fa13.BcD.MM15.DN","Laurentian","Michigan","Fa13","Michigan","Deep","cFree"
"25","Fa13.BcD.MM15.SD.1","LakeMichigan","no","Fa13.BcD.MM15.SD","Laurentian","Michigan","Fa13","Michigan","Top","cFree"
"26","Fa13.BcD.MM15.SD.2","LakeMichigan","no","Fa13.BcD.MM15.SD","Laurentian","Michigan","Fa13","Michigan","Top","cFree"
"27","Fa13.BcD.MM15.SN.1","LakeMichigan","no","Fa13.BcD.MM15.SN","Laurentian","Michigan","Fa13","Michigan","Top","cFree"
"28","Fa13.BcD.MM15.SN.2","LakeMichigan","no","Fa13.BcD.MM15.SN","Laurentian","Michigan","Fa13","Michigan","Top","cFree"
"29","Fa13.ED.MLB.DN.1.renamed","LakeMichigan","no","Fa13.ED.MLB.DN","Estuary","Michigan","Fa13","Muskegon","Deep","Particle"
"30","Fa13.ED.MLB.DN.2.renamed","LakeMichigan","no","Fa13.ED.MLB.DN","Estuary","Michigan","Fa13","Muskegon","Deep","Particle"
"31","Fa13.ED.MLB.SN.1.renamed","LakeMichigan","no","Fa13.ED.MLB.SN","Estuary","Michigan","Fa13","Muskegon","Top","Particle"
"32","Fa13.ED.MLB.SN.2.renamed","LakeMichigan","no","Fa13.ED.MLB.SN","Estuary","Michigan","Fa13","Muskegon","Top","Particle"
"33","Fa13.ED.MM110.DN.1.renamed","LakeMichigan","no","Fa13.ED.MM110.DN","Laurentian","Michigan","Fa13","Michigan","Deep","Particle"
"34","Fa13.ED.MM110.DN.2.renamed","LakeMichigan","no","Fa13.ED.MM110.DN","Laurentian","Michigan","Fa13","Michigan","Deep","Particle"
"35","Fa13.ED.MM110.SD.1.renamed","LakeMichigan","no","Fa13.ED.MM110.SD","Laurentian","Michigan","Fa13","Michigan","Top","Particle"
"36","Fa13.ED.MM110.SD.2.renamed","LakeMichigan","no","Fa13.ED.MM110.SD","Laurentian","Michigan","Fa13","Michigan","Top","Particle"
"37","Fa13.ED.MM110.SN.1.renamed","LakeMichigan","no","Fa13.ED.MM110.SN","Laurentian","Michigan","Fa13","Michigan","Top","Particle"
"38","Fa13.ED.MM110.SN.2.renamed","LakeMichigan","no","Fa13.ED.MM110.SN","Laurentian","Michigan","Fa13","Michigan","Top","Particle"
"39","Fa13.ED.MM15.DN.1.renamed","LakeMichigan","no","Fa13.ED.MM15.DN","Laurentian","Michigan","Fa13","Michigan","Deep","Particle"
"40","Fa13.ED.MM15.DN.2.renamed","LakeMichigan","no","Fa13.ED.MM15.DN","Laurentian","Michigan","Fa13","Michigan","Deep","Particle"
"41","Fa13.ED.MM15.SD.1.renamed","LakeMichigan","no","Fa13.ED.MM15.SD","Laurentian","Michigan","Fa13","Michigan","Top","Particle"
"42","Fa13.ED.MM15.SD.2.renamed","LakeMichigan","no","Fa13.ED.MM15.SD","Laurentian","Michigan","Fa13","Michigan","Top","Particle"
"43","Fa13.ED.MM15.SN.1.renamed","LakeMichigan","no","Fa13.ED.MM15.SN","Laurentian","Michigan","Fa13","Michigan","Top","Particle"
"44","Fa13.ED.MM15.SN.2.renamed","LakeMichigan","no","Fa13.ED.MM15.SN","Laurentian","Michigan","Fa13","Michigan","Top","Particle"
"45","Fa13.EcD.MLB.DN.1","LakeMichigan","no","Fa13.EcD.MLB.DN","Estuary","Michigan","Fa13","Muskegon","Deep","cParticle"
"46","Fa13.EcD.MLB.DN.2","LakeMichigan","no","Fa13.EcD.MLB.DN","Estuary","Michigan","Fa13","Muskegon","Deep","cParticle"
"47","Fa13.EcD.MLB.SN.2","LakeMichigan","no","Fa13.EcD.MLB.SN","Estuary","Michigan","Fa13","Muskegon","Top","cParticle"
"48","Fa13.EcD.MM110.DN.1","LakeMichigan","no","Fa13.EcD.MM110.DN","Laurentian","Michigan","Fa13","Michigan","Deep","cParticle"
"49","Fa13.EcD.MM110.DN.2","LakeMichigan","no","Fa13.EcD.MM110.DN","Laurentian","Michigan","Fa13","Michigan","Deep","cParticle"
"50","Fa13.EcD.MM110.SD.1","LakeMichigan","no","Fa13.EcD.MM110.SD","Laurentian","Michigan","Fa13","Michigan","Top","cParticle"
"51","Fa13.EcD.MM110.SD.2","LakeMichigan","no","Fa13.EcD.MM110.SD","Laurentian","Michigan","Fa13","Michigan","Top","cParticle"
"52","Fa13.EcD.MM110.SN.1","LakeMichigan","no","Fa13.EcD.MM110.SN","Laurentian","Michigan","Fa13","Michigan","Top","cParticle"
"53","Fa13.EcD.MM110.SN.2","LakeMichigan","no","Fa13.EcD.MM110.SN","Laurentian","Michigan","Fa13","Michigan","Top","cParticle"
"54","Fa13.EcD.MM15.DN.1","LakeMichigan","no","Fa13.EcD.MM15.DN","Laurentian","Michigan","Fa13","Michigan","Deep","cParticle"
"55","Fa13.EcD.MM15.DN.2","LakeMichigan","no","Fa13.EcD.MM15.DN","Laurentian","Michigan","Fa13","Michigan","Deep","cParticle"
"56","Fa13.EcD.MM15.SD.1","LakeMichigan","no","Fa13.EcD.MM15.SD","Laurentian","Michigan","Fa13","Michigan","Top","cParticle"
"57","Fa13.EcD.MM15.SD.2","LakeMichigan","no","Fa13.EcD.MM15.SD","Laurentian","Michigan","Fa13","Michigan","Top","cParticle"
"58","Fa13.EcD.MM15.SN.1","LakeMichigan","no","Fa13.EcD.MM15.SN","Laurentian","Michigan","Fa13","Michigan","Top","cParticle"
"59","Fa13.EcD.MM15.SN.2","LakeMichigan","no","Fa13.EcD.MM15.SN","Laurentian","Michigan","Fa13","Michigan","Top","cParticle"
"60","Sp13.BD.MLB.SN.1.renamed","LakeMichigan","no","Sp13.BD.MLB.SN","Estuary","Michigan","Sp13","Muskegon","Top","Free"
"61","Sp13.BD.MLB.SN.2.renamed","LakeMichigan","no","Sp13.BD.MLB.SN","Estuary","Michigan","Sp13","Muskegon","Top","Free"
"62","Sp13.BD.MM110.DD.1.renamed","LakeMichigan","no","Sp13.BD.MM110.DD","Laurentian","Michigan","Sp13","Michigan","Deep","Free"
"63","Sp13.BD.MM110.SD.1.renamed","LakeMichigan","no","Sp13.BD.MM110.SD","Laurentian","Michigan","Sp13","Michigan","Top","Free"
"64","Sp13.BD.MM110.SD.2.renamed","LakeMichigan","no","Sp13.BD.MM110.SD","Laurentian","Michigan","Sp13","Michigan","Top","Free"
"65","Sp13.BD.MM110.SN.1.renamed","LakeMichigan","no","Sp13.BD.MM110.SN","Laurentian","Michigan","Sp13","Michigan","Top","Free"
"66","Sp13.BD.MM110.SN.2.renamed","LakeMichigan","no","Sp13.BD.MM110.SN","Laurentian","Michigan","Sp13","Michigan","Top","Free"
"67","Sp13.BD.MM15.DD.1.renamed","LakeMichigan","no","Sp13.BD.MM15.DD","Laurentian","Michigan","Sp13","Michigan","Deep","Free"
"68","Sp13.BD.MM15.SD.1.renamed","LakeMichigan","no","Sp13.BD.MM15.SD","Laurentian","Michigan","Sp13","Michigan","Top","Free"
"69","Sp13.BD.MM15.SN.1.renamed","LakeMichigan","no","Sp13.BD.MM15.SN","Laurentian","Michigan","Sp13","Michigan","Top","Free"
"70","Sp13.BD.MM15.SN.2.renamed","LakeMichigan","no","Sp13.BD.MM15.SN","Laurentian","Michigan","Sp13","Michigan","Top","Free"
"71","Sp13.BcD.MLB.SN.1","LakeMichigan","no","Sp13.BcD.MLB.SN","Estuary","Michigan","Sp13","Muskegon","Top","cFree"
"72","Sp13.BcD.MLB.SN.2","LakeMichigan","no","Sp13.BcD.MLB.SN","Estuary","Michigan","Sp13","Muskegon","Top","cFree"
"73","Sp13.BcD.MM110.DD.1","LakeMichigan","no","Sp13.BcD.MM110.DD","Laurentian","Michigan","Sp13","Michigan","Deep","cFree"
"74","Sp13.BcD.MM110.DD.2","LakeMichigan","no","Sp13.BcD.MM110.DD","Laurentian","Michigan","Sp13","Michigan","Deep","cFree"
"75","Sp13.BcD.MM110.SD.1","LakeMichigan","no","Sp13.BcD.MM110.SD","Laurentian","Michigan","Sp13","Michigan","Top","cFree"
"76","Sp13.BcD.MM110.SD.2","LakeMichigan","no","Sp13.BcD.MM110.SD","Laurentian","Michigan","Sp13","Michigan","Top","cFree"
"77","Sp13.BcD.MM110.SN.1","LakeMichigan","no","Sp13.BcD.MM110.SN","Laurentian","Michigan","Sp13","Michigan","Top","cFree"
"78","Sp13.BcD.MM110.SN.2","LakeMichigan","no","Sp13.BcD.MM110.SN","Laurentian","Michigan","Sp13","Michigan","Top","cFree"
"79","Sp13.BcD.MM15.DD.1","LakeMichigan","no","Sp13.BcD.MM15.DD","Laurentian","Michigan","Sp13","Michigan","Deep","cFree"
"80","Sp13.BcD.MM15.DD.2","LakeMichigan","no","Sp13.BcD.MM15.DD","Laurentian","Michigan","Sp13","Michigan","Deep","cFree"
"81","Sp13.BcD.MM15.SD.1","LakeMichigan","no","Sp13.BcD.MM15.SD","Laurentian","Michigan","Sp13","Michigan","Top","cFree"
"82","Sp13.BcD.MM15.SD.2","LakeMichigan","no","Sp13.BcD.MM15.SD","Laurentian","Michigan","Sp13","Michigan","Top","cFree"
"83","Sp13.BcD.MM15.SN.1","LakeMichigan","no","Sp13.BcD.MM15.SN","Laurentian","Michigan","Sp13","Michigan","Top","cFree"
"84","Sp13.BcD.MM15.SN.2","LakeMichigan","no","Sp13.BcD.MM15.SN","Laurentian","Michigan","Sp13","Michigan","Top","cFree"
"85","Sp13.ED.MLB.SN.1.renamed","LakeMichigan","no","Sp13.ED.MLB.SN","Estuary","Michigan","Sp13","Muskegon","Top","Particle"
"86","Sp13.ED.MM110.DD.2.renamed","LakeMichigan","no","Sp13.ED.MM110.DD","Laurentian","Michigan","Sp13","Michigan","Deep","Particle"
"87","Sp13.ED.MM110.SD.1.renamed","LakeMichigan","no","Sp13.ED.MM110.SD","Laurentian","Michigan","Sp13","Michigan","Top","Particle"
"88","Sp13.ED.MM110.SD.2.renamed","LakeMichigan","no","Sp13.ED.MM110.SD","Laurentian","Michigan","Sp13","Michigan","Top","Particle"
"89","Sp13.ED.MM110.SN.1.renamed","LakeMichigan","no","Sp13.ED.MM110.SN","Laurentian","Michigan","Sp13","Michigan","Top","Particle"
"90","Sp13.ED.MM15.DD.1.renamed","LakeMichigan","no","Sp13.ED.MM15.DD","Laurentian","Michigan","Sp13","Michigan","Deep","Particle"
"91","Sp13.ED.MM15.DD.2.renamed","LakeMichigan","no","Sp13.ED.MM15.DD","Laurentian","Michigan","Sp13","Michigan","Deep","Particle"
"92","Sp13.ED.MM15.SD.1.renamed","LakeMichigan","no","Sp13.ED.MM15.SD","Laurentian","Michigan","Sp13","Michigan","Top","Particle"
"93","Sp13.ED.MM15.SD.2.renamed","LakeMichigan","no","Sp13.ED.MM15.SD","Laurentian","Michigan","Sp13","Michigan","Top","Particle"
"94","Sp13.ED.MM15.SN.2.renamed","LakeMichigan","no","Sp13.ED.MM15.SN","Laurentian","Michigan","Sp13","Michigan","Top","Particle"
"95","Sp13.EcD.MLB.SN.1","LakeMichigan","no","Sp13.EcD.MLB.SN","Estuary","Michigan","Sp13","Muskegon","Top","cParticle"
"96","Sp13.EcD.MLB.SN.2","LakeMichigan","no","Sp13.EcD.MLB.SN","Estuary","Michigan","Sp13","Muskegon","Top","cParticle"
"97","Sp13.EcD.MM110.DD.1","LakeMichigan","no","Sp13.EcD.MM110.DD","Laurentian","Michigan","Sp13","Michigan","Deep","cParticle"
"98","Sp13.EcD.MM110.DD.2","LakeMichigan","no","Sp13.EcD.MM110.DD","Laurentian","Michigan","Sp13","Michigan","Deep","cParticle"
"99","Sp13.EcD.MM110.SD.1","LakeMichigan","no","Sp13.EcD.MM110.SD","Laurentian","Michigan","Sp13","Michigan","Top","cParticle"
"100","Sp13.EcD.MM110.SD.2","LakeMichigan","no","Sp13.EcD.MM110.SD","Laurentian","Michigan","Sp13","Michigan","Top","cParticle"
"101","Sp13.EcD.MM110.SN.1","LakeMichigan","no","Sp13.EcD.MM110.SN","Laurentian","Michigan","Sp13","Michigan","Top","cParticle"
"102","Sp13.EcD.MM110.SN.2","LakeMichigan","no","Sp13.EcD.MM110.SN","Laurentian","Michigan","Sp13","Michigan","Top","cParticle"
"103","Sp13.EcD.MM15.DD.1","LakeMichigan","no","Sp13.EcD.MM15.DD","Laurentian","Michigan","Sp13","Michigan","Deep","cParticle"
"104","Sp13.EcD.MM15.DD.2","LakeMichigan","no","Sp13.EcD.MM15.DD","Laurentian","Michigan","Sp13","Michigan","Deep","cParticle"
"105","Sp13.EcD.MM15.SD.1","LakeMichigan","no","Sp13.EcD.MM15.SD","Laurentian","Michigan","Sp13","Michigan","Top","cParticle"
"106","Sp13.EcD.MM15.SD.2","LakeMichigan","no","Sp13.EcD.MM15.SD","Laurentian","Michigan","Sp13","Michigan","Top","cParticle"
"107","Sp13.EcD.MM15.SN.1","LakeMichigan","no","Sp13.EcD.MM15.SN","Laurentian","Michigan","Sp13","Michigan","Top","cParticle"
"108","Sp13.EcD.MM15.SN.2","LakeMichigan","no","Sp13.EcD.MM15.SN","Laurentian","Michigan","Sp13","Michigan","Top","cParticle"
"109","Su13.BD.MLB.DD.1.renamed","LakeMichigan","no","Su13.BD.MLB.DD","Estuary","Michigan","Su13","Muskegon","Deep","Free"
"110","Su13.BD.MLB.SD.1.renamed","LakeMichigan","no","Su13.BD.MLB.SD","Estuary","Michigan","Su13","Muskegon","Top","Free"
"111","Su13.BD.MM110.DCMD.1.renamed","LakeMichigan","no","Su13.BD.MM110.DCMD","Laurentian","Michigan","Su13","Michigan","DCM","Free"
"112","Su13.BD.MM110.DCMD.2.renamed","LakeMichigan","no","Su13.BD.MM110.DCMD","Laurentian","Michigan","Su13","Michigan","DCM","Free"
"113","Su13.BD.MM110.DN.1.renamed","LakeMichigan","no","Su13.BD.MM110.DN","Laurentian","Michigan","Su13","Michigan","Deep","Free"
"114","Su13.BD.MM110.DN.2.renamed","LakeMichigan","no","Su13.BD.MM110.DN","Laurentian","Michigan","Su13","Michigan","Deep","Free"
"115","Su13.BD.MM110.SD.1.renamed","LakeMichigan","no","Su13.BD.MM110.SD","Laurentian","Michigan","Su13","Michigan","Top","Free"
"116","Su13.BD.MM110.SD.2.renamed","LakeMichigan","no","Su13.BD.MM110.SD","Laurentian","Michigan","Su13","Michigan","Top","Free"
"117","Su13.BD.MM110.SN.1.renamed","LakeMichigan","no","Su13.BD.MM110.SN","Laurentian","Michigan","Su13","Michigan","Top","Free"
"118","Su13.BD.MM110.SN.2.renamed","LakeMichigan","no","Su13.BD.MM110.SN","Laurentian","Michigan","Su13","Michigan","Top","Free"
"119","Su13.BD.MM15.DN.1.renamed","LakeMichigan","no","Su13.BD.MM15.DN","Laurentian","Michigan","Su13","Michigan","Deep","Free"
"120","Su13.BD.MM15.DN.2.renamed","LakeMichigan","no","Su13.BD.MM15.DN","Laurentian","Michigan","Su13","Michigan","Deep","Free"
"121","Su13.BD.MM15.SD.1.renamed","LakeMichigan","no","Su13.BD.MM15.SD","Laurentian","Michigan","Su13","Michigan","Top","Free"
"122","Su13.BD.MM15.SD.2.renamed","LakeMichigan","no","Su13.BD.MM15.SD","Laurentian","Michigan","Su13","Michigan","Top","Free"
"123","Su13.BD.MM15.SN.1.renamed","LakeMichigan","no","Su13.BD.MM15.SN","Laurentian","Michigan","Su13","Michigan","Top","Free"
"124","Su13.BD.MM15.SN.2.renamed","LakeMichigan","no","Su13.BD.MM15.SN","Laurentian","Michigan","Su13","Michigan","Top","Free"
"125","Su13.BcD.MLB.DD.1","LakeMichigan","no","Su13.BcD.MLB.DD","Estuary","Michigan","Su13","Muskegon","Deep","cFree"
"126","Su13.BcD.MLB.SD.1","LakeMichigan","no","Su13.BcD.MLB.SD","Estuary","Michigan","Su13","Muskegon","Top","cFree"
"127","Su13.BcD.MM110.DCMD.1","LakeMichigan","no","Su13.BcD.MM110.DCMD","Laurentian","Michigan","Su13","Michigan","DCM","cFree"
"128","Su13.BcD.MM110.DCMD.2","LakeMichigan","no","Su13.BcD.MM110.DCMD","Laurentian","Michigan","Su13","Michigan","DCM","cFree"
"129","Su13.BcD.MM110.DN.1","LakeMichigan","no","Su13.BcD.MM110.DN","Laurentian","Michigan","Su13","Michigan","Deep","cFree"
"130","Su13.BcD.MM110.DN.2","LakeMichigan","no","Su13.BcD.MM110.DN","Laurentian","Michigan","Su13","Michigan","Deep","cFree"
"131","Su13.BcD.MM110.SD.1","LakeMichigan","no","Su13.BcD.MM110.SD","Laurentian","Michigan","Su13","Michigan","Top","cFree"
"132","Su13.BcD.MM110.SD.2","LakeMichigan","no","Su13.BcD.MM110.SD","Laurentian","Michigan","Su13","Michigan","Top","cFree"
"133","Su13.BcD.MM110.SN.1","LakeMichigan","no","Su13.BcD.MM110.SN","Laurentian","Michigan","Su13","Michigan","Top","cFree"
"134","Su13.BcD.MM110.SN.2","LakeMichigan","no","Su13.BcD.MM110.SN","Laurentian","Michigan","Su13","Michigan","Top","cFree"
"135","Su13.BcD.MM15.DN.1","LakeMichigan","no","Su13.BcD.MM15.DN","Laurentian","Michigan","Su13","Michigan","Deep","cFree"
"136","Su13.BcD.MM15.DN.2","LakeMichigan","no","Su13.BcD.MM15.DN","Laurentian","Michigan","Su13","Michigan","Deep","cFree"
"137","Su13.BcD.MM15.SD.1","LakeMichigan","no","Su13.BcD.MM15.SD","Laurentian","Michigan","Su13","Michigan","Top","cFree"
"138","Su13.BcD.MM15.SD.2","LakeMichigan","no","Su13.BcD.MM15.SD","Laurentian","Michigan","Su13","Michigan","Top","cFree"
"139","Su13.BcD.MM15.SN.1","LakeMichigan","no","Su13.BcD.MM15.SN","Laurentian","Michigan","Su13","Michigan","Top","cFree"
"140","Su13.BcD.MM15.SN.2","LakeMichigan","no","Su13.BcD.MM15.SN","Laurentian","Michigan","Su13","Michigan","Top","cFree"
"141","Su13.ED.MLB.DD.1.renamed","LakeMichigan","no","Su13.ED.MLB.DD","Estuary","Michigan","Su13","Muskegon","Deep","Particle"
"142","Su13.ED.MLB.DD.2.renamed","LakeMichigan","no","Su13.ED.MLB.DD","Estuary","Michigan","Su13","Muskegon","Deep","Particle"
"143","Su13.ED.MLB.SD.1.renamed","LakeMichigan","no","Su13.ED.MLB.SD","Estuary","Michigan","Su13","Muskegon","Top","Particle"
"144","Su13.ED.MLB.SD.2.renamed","LakeMichigan","no","Su13.ED.MLB.SD","Estuary","Michigan","Su13","Muskegon","Top","Particle"
"145","Su13.ED.MM110.DCMD.1.renamed","LakeMichigan","no","Su13.ED.MM110.DCMD","Laurentian","Michigan","Su13","Michigan","DCM","Particle"
"146","Su13.ED.MM110.DCMD.2.renamed","LakeMichigan","no","Su13.ED.MM110.DCMD","Laurentian","Michigan","Su13","Michigan","DCM","Particle"
"147","Su13.ED.MM110.SD.1.renamed","LakeMichigan","no","Su13.ED.MM110.SD","Laurentian","Michigan","Su13","Michigan","Top","Particle"
"148","Su13.ED.MM110.SD.2.renamed","LakeMichigan","no","Su13.ED.MM110.SD","Laurentian","Michigan","Su13","Michigan","Top","Particle"
